Seed,Explainer,Lambda_1,Lambda_2,Accuracy,Comprehensiveness,Cross Entropy,Sufficiency
42,extremal_mask,1.0,1.0,0.991±0.002,-0.004±0.002,0.093±0.011,0.008±0.004
