Seed,Fold,Baseline,Topk,Explainer,Lambda_1,Lambda_2,Accuracy,Comprehensiveness,Cross Entropy,Log Odds,Sufficiency
42,2,Zeros,0.5,retain,1.0,1.0,0.9761,-0.01123,0.1161,-0.02807,0.002386
42,2,Zeros,0.6,retain,1.0,1.0,0.9761,-0.01032,0.118,-0.02997,0.001114
42,3,Average,0.1,dyna_mask,1.0,1.0,0.9889,0.004699,0.09726999,-0.006795,0.002296
42,3,Average,0.2,dyna_mask,1.0,1.0,0.988,0.004847,0.09775,-0.0072699995,0.002215
42,3,Average,0.3,dyna_mask,1.0,1.0,0.9876,0.004924,0.09799,-0.007512,0.002237
42,3,Average,0.4,dyna_mask,1.0,1.0,0.9856,0.005321,0.09902,-0.008547,0.002327
42,3,Average,0.5,dyna_mask,1.0,1.0,0.9846,0.0058,0.1002,-0.009711,0.002215
42,3,Average,0.6,dyna_mask,1.0,1.0,0.98480004,0.0060080006,0.10050001,-0.01007,0.001805
42,3,Zeros,0.1,dyna_mask,1.0,1.0,0.98130006,0.0139,0.11270001,-0.02227,0.013409999
42,3,Zeros,0.2,dyna_mask,1.0,1.0,0.9778001,0.01137,0.1137,-0.02318,0.01677
42,3,Zeros,0.3,dyna_mask,1.0,1.0,0.9739,0.01117,0.1169,-0.02645,0.02074
42,3,Zeros,0.4,dyna_mask,1.0,1.0,0.96410006,0.03386,0.1486,-0.058159996,0.02228
42,3,Zeros,0.5,dyna_mask,1.0,1.0,0.9665,0.03849,0.1598,-0.06932,0.02455
42,3,Zeros,0.6,dyna_mask,1.0,1.0,0.97040004,0.03575,0.1565,-0.06598,0.02392
42,4,Average,0.1,retain,1.0,1.0,0.9863,-0.00123,0.1042,-0.002479,0.008333
42,4,Average,0.2,retain,1.0,1.0,0.9833,-0.0008491,0.1061,-0.00439,0.008641
42,4,Average,0.3,retain,1.0,1.0,0.9809,-0.0004089,0.1076,-0.005927,0.008267
42,4,Average,0.4,retain,1.0,1.0,0.9819,0.0004406,0.1089,-0.007233,0.006946
42,4,Average,0.5,retain,1.0,1.0,0.9796,0.0009409,0.1094,-0.007762,0.00574
42,4,Average,0.6,retain,1.0,1.0,0.9793,0.001797,0.1104,-0.008741,0.004303
42,4,Zeros,0.1,retain,1.0,1.0,0.9628,0.009059,0.1379,-0.03619,0.003973
42,4,Zeros,0.2,retain,1.0,1.0,0.9604,0.005269,0.1524,-0.05073,0.002457
42,4,Zeros,0.3,retain,1.0,1.0,0.96,0.001687,0.1629,-0.06125,0.003264
42,4,Zeros,0.4,retain,1.0,1.0,0.9598,-0.001173,0.1658,-0.06416,0.002094
42,4,Zeros,0.5,retain,1.0,1.0,0.9598,-0.003342,0.1686,-0.06695,0.001085
42,4,Zeros,0.6,retain,1.0,1.0,0.9598,-0.004732,0.1683,-0.06662,0.0007307
42,3,Average,0.1,augmented_occlusion,1.0,1.0,0.9902,0.0009994,0.09399,-0.003517,0.006251
42,3,Average,0.2,augmented_occlusion,1.0,1.0,0.9863,0.002578,0.0966,-0.006126,0.004209
42,3,Average,0.3,augmented_occlusion,1.0,1.0,0.9848,0.003322,0.09788,-0.007407,0.003245
42,3,Average,0.4,augmented_occlusion,1.0,1.0,0.9826,0.004238,0.09944,-0.008968,0.002268
42,3,Average,0.5,augmented_occlusion,1.0,1.0,0.9811,0.005067,0.1011,-0.01065,0.001599
42,3,Average,0.6,augmented_occlusion,1.0,1.0,0.9811,0.005653,0.1022,-0.01169,0.001206
42,3,Zeros,0.1,augmented_occlusion,1.0,1.0,0.9737,0.01318,0.1218,-0.03133,0.01057
42,3,Zeros,0.2,augmented_occlusion,1.0,1.0,0.9709,0.01123,0.1296,-0.03914,0.007469
42,3,Zeros,0.3,augmented_occlusion,1.0,1.0,0.9709,0.009246,0.1319,-0.04144,0.005028
42,3,Zeros,0.4,augmented_occlusion,1.0,1.0,0.9702,0.008726,0.1342,-0.04369,0.002885
42,3,Zeros,0.5,augmented_occlusion,1.0,1.0,0.9698,0.009016,0.1358,-0.04535,0.001679
42,3,Zeros,0.6,augmented_occlusion,1.0,1.0,0.97,0.009764,0.1379,-0.04746,0.001196
42,3,Average,0.1,retain,1.0,1.0,0.9902,-0.0005953,0.09233,-0.00185,0.008428
42,3,Average,0.2,retain,1.0,1.0,0.9874,-0.000443,0.0933,-0.002829,0.008298
42,3,Average,0.3,retain,1.0,1.0,0.9863,0.0004095,0.09484,-0.004365,0.007129
42,3,Average,0.4,retain,1.0,1.0,0.9846,0.001386,0.09662,-0.006145,0.005881
42,3,Average,0.5,retain,1.0,1.0,0.9826,0.001834,0.09742,-0.006944,0.005092
42,3,Average,0.6,retain,1.0,1.0,0.9826,0.002661,0.09849,-0.008016,0.004052
42,3,Zeros,0.1,retain,1.0,1.0,0.9741,0.004931,0.1158,-0.02532,0.01204
42,3,Zeros,0.2,retain,1.0,1.0,0.9709,0.005898,0.1311,-0.04065,0.009637
42,3,Zeros,0.3,retain,1.0,1.0,0.9704,0.008509,0.1413,-0.05082,0.006514
42,3,Zeros,0.4,retain,1.0,1.0,0.9709,0.01263,0.1456,-0.05508,0.004291
42,3,Zeros,0.5,retain,1.0,1.0,0.9709,0.01633,0.1475,-0.05698,0.002524
42,3,Zeros,0.6,retain,1.0,1.0,0.9709,0.01903,0.1492,-0.05877,0.001486
42,4,Average,0.1,integrated_gradients,1.0,1.0,0.985,0.002142,0.1075,-0.005783,0.003159
42,4,Average,0.2,integrated_gradients,1.0,1.0,0.9817,0.002623,0.1094,-0.007702,0.002834
42,4,Average,0.3,integrated_gradients,1.0,1.0,0.9802,0.003539,0.1114,-0.009683,0.002071
42,4,Average,0.4,integrated_gradients,1.0,1.0,0.9791,0.004176,0.1125,-0.01079,0.001497
42,4,Average,0.5,integrated_gradients,1.0,1.0,0.9787,0.004757,0.1134,-0.01169,0.0009312
42,4,Average,0.6,integrated_gradients,1.0,1.0,0.9796,0.005289,0.1146,-0.01296,0.0004376
42,4,Zeros,0.1,integrated_gradients,1.0,1.0,0.9626,0.0207,0.1538,-0.05217,-0.004793
42,4,Zeros,0.2,integrated_gradients,1.0,1.0,0.9591,0.01379,0.1639,-0.06226,-0.004223
42,4,Zeros,0.3,integrated_gradients,1.0,1.0,0.9593,0.00702,0.1653,-0.0636,-0.002337
42,4,Zeros,0.4,integrated_gradients,1.0,1.0,0.9593,0.002173,0.1668,-0.06515,-0.001138
42,4,Zeros,0.5,integrated_gradients,1.0,1.0,0.9595,-0.0006419,0.167,-0.06531,-0.001146
42,4,Zeros,0.6,integrated_gradients,1.0,1.0,0.9591,-0.002027,0.1659,-0.06421,-0.001552
42,0,Average,0.1,extremal_mask,1.0,1.0,0.9817,0.01101,0.1166,-0.01862,-0.00967
42,0,Average,0.2,extremal_mask,1.0,1.0,0.98,0.0111,0.1173,-0.01926,-0.01001
42,0,Average,0.3,extremal_mask,1.0,1.0,0.9802,0.01119,0.1175,-0.01948,-0.01029
42,0,Average,0.4,extremal_mask,1.0,1.0,0.9802,0.01129,0.1179,-0.01987,-0.01055
42,0,Average,0.5,extremal_mask,1.0,1.0,0.9817,0.0108,0.1174,-0.01936,-0.01033
42,0,Average,0.6,extremal_mask,1.0,1.0,0.9798,0.007435,0.1136,-0.01555,-0.009251
42,0,Zeros,0.1,extremal_mask,1.0,1.0,0.9445,0.07552,0.2475,-0.1495,-0.06135
42,0,Zeros,0.2,extremal_mask,1.0,1.0,0.9482,0.07709,0.2588,-0.1607,-0.06051
42,0,Zeros,0.3,extremal_mask,1.0,1.0,0.9506,0.07935,0.2697,-0.1716,-0.05854
42,0,Zeros,0.4,extremal_mask,1.0,1.0,0.9513,0.08115,0.2785,-0.1804,-0.05717
42,0,Zeros,0.5,extremal_mask,1.0,1.0,0.9537,0.07984,0.2836,-0.1855,-0.05474
42,0,Zeros,0.6,extremal_mask,1.0,1.0,0.9591,0.06123,0.261,-0.163,-0.04982
42,3,Average,0.1,occlusion,1.0,1.0,0.9891,0.0008164,0.09384,-0.003364,0.006545
42,3,Average,0.2,occlusion,1.0,1.0,0.9865,0.00116,0.09493,-0.004452,0.00572
42,3,Average,0.3,occlusion,1.0,1.0,0.985,0.001603,0.09593,-0.005456,0.005026
42,3,Average,0.4,occlusion,1.0,1.0,0.9833,0.002499,0.09759,-0.007115,0.004048
42,3,Average,0.5,occlusion,1.0,1.0,0.9826,0.003075,0.09841,-0.007931,0.003428
42,3,Average,0.6,occlusion,1.0,1.0,0.9824,0.003948,0.09973,-0.009257,0.002588
42,3,Zeros,0.1,occlusion,1.0,1.0,0.9722,0.01544,0.127,-0.0365,0.006411
42,3,Zeros,0.2,occlusion,1.0,1.0,0.97,0.01148,0.1333,-0.04278,0.002985
42,3,Zeros,0.3,occlusion,1.0,1.0,0.9702,0.009569,0.135,-0.04455,0.001246
42,3,Zeros,0.4,occlusion,1.0,1.0,0.97,0.01084,0.1384,-0.04797,-0.0006404
42,3,Zeros,0.5,occlusion,1.0,1.0,0.9702,0.01195,0.1402,-0.04969,-0.001758
42,3,Zeros,0.6,occlusion,1.0,1.0,0.9706,0.01363,0.142,-0.0515,-0.00223
42,0,Average,0.1,dyna_mask,1.0,1.0,0.9889,0.002717,0.1025,-0.00451,-0.00168
42,0,Average,0.2,dyna_mask,1.0,1.0,0.9896,0.002807,0.1031,-0.005086,-0.001538
42,0,Average,0.3,dyna_mask,1.0,1.0,0.9891,0.002599,0.1031,-0.005059,-0.001323
42,0,Average,0.4,dyna_mask,1.0,1.0,0.9867,0.002456,0.1035,-0.005467,-0.001179
42,0,Average,0.5,dyna_mask,1.0,1.0,0.9846,0.002055,0.1036,-0.005539,-0.001044
42,0,Average,0.6,dyna_mask,1.0,1.0,0.985,0.00196,0.1036,-0.005605,-0.0007389
42,0,Zeros,0.1,dyna_mask,1.0,1.0,0.975,0.01136,0.1215,-0.02342,-0.009459
42,0,Zeros,0.2,dyna_mask,1.0,1.0,0.9743,0.007096,0.1239,-0.02587,-0.00448
42,0,Zeros,0.3,dyna_mask,1.0,1.0,0.9722,0.004062,0.1255,-0.02743,-0.000446
42,0,Zeros,0.4,dyna_mask,1.0,1.0,0.9665,0.0209,0.1501,-0.05207,0.001362
42,0,Zeros,0.5,dyna_mask,1.0,1.0,0.9652,0.01727,0.1546,-0.05657,0.004034
42,0,Zeros,0.6,dyna_mask,1.0,1.0,0.9656,0.01321,0.1522,-0.05421,0.01023
42,3,Average,0.1,extremal_mask,1.0,1.0,0.9837,0.01065,0.1082,-0.0177,-0.003928
42,3,Average,0.2,extremal_mask,1.0,1.0,0.9826,0.01129,0.1091,-0.01858,-0.004886
42,3,Average,0.3,extremal_mask,1.0,1.0,0.9822,0.01194,0.1097,-0.01926,-0.005507
42,3,Average,0.4,extremal_mask,1.0,1.0,0.9824,0.01248,0.1105,-0.02005,-0.005952
42,3,Average,0.5,extremal_mask,1.0,1.0,0.9817,0.01252,0.1108,-0.02035,-0.006191
42,3,Average,0.6,extremal_mask,1.0,1.0,0.9819,0.01014,0.1081,-0.01766,-0.005585
42,3,Zeros,0.1,extremal_mask,1.0,1.0,0.938,0.07567,0.2305,-0.14,-0.04535
42,3,Zeros,0.2,extremal_mask,1.0,1.0,0.9391,0.08059,0.2427,-0.1522,-0.04503
42,3,Zeros,0.3,extremal_mask,1.0,1.0,0.9424,0.08688,0.257,-0.1666,-0.04448
42,3,Zeros,0.4,extremal_mask,1.0,1.0,0.9437,0.09424,0.2715,-0.181,-0.04403
42,3,Zeros,0.5,extremal_mask,1.0,1.0,0.9443,0.09906,0.2796,-0.1891,-0.04289
42,3,Zeros,0.6,extremal_mask,1.0,1.0,0.9556,0.09896,0.2689,-0.1784,-0.03877
42,0,Average,0.1,integrated_gradients,1.0,1.0,0.987,-0.0006404,0.09996,-0.001932,0.001412
42,0,Average,0.2,integrated_gradients,1.0,1.0,0.9835,-0.001196,0.1005,-0.002466,0.001872
42,0,Average,0.3,integrated_gradients,1.0,1.0,0.9826,-0.001435,0.1008,-0.002796,0.002087
42,0,Average,0.4,integrated_gradients,1.0,1.0,0.9837,-0.001245,0.1015,-0.003443,0.001957
42,0,Average,0.5,integrated_gradients,1.0,1.0,0.9817,-0.001006,0.102,-0.003924,0.00194
42,0,Average,0.6,integrated_gradients,1.0,1.0,0.9809,-0.0003868,0.1031,-0.005113,0.001377
42,0,Zeros,0.1,integrated_gradients,1.0,1.0,0.9691,0.003037,0.1225,-0.02444,-0.007691
42,0,Zeros,0.2,integrated_gradients,1.0,1.0,0.9667,-0.005678,0.1315,-0.03344,-0.007301
42,0,Zeros,0.3,integrated_gradients,1.0,1.0,0.9665,-0.01118,0.1382,-0.04017,-0.004665
42,0,Zeros,0.4,integrated_gradients,1.0,1.0,0.9665,-0.01435,0.1424,-0.04436,-0.003457
42,0,Zeros,0.5,integrated_gradients,1.0,1.0,0.9663,-0.01684,0.1445,-0.04645,-0.003019
42,0,Zeros,0.6,integrated_gradients,1.0,1.0,0.9663,-0.01818,0.1451,-0.04705,-0.002701
42,0,Average,0.1,augmented_occlusion,1.0,1.0,0.9874,0.0007997,0.1008,-0.002796,-4.089e-05
42,0,Average,0.2,augmented_occlusion,1.0,1.0,0.9856,0.001584,0.1029,-0.004841,-0.001274
42,0,Average,0.3,augmented_occlusion,1.0,1.0,0.9846,0.001999,0.1041,-0.006072,-0.001758
42,0,Average,0.4,augmented_occlusion,1.0,1.0,0.9833,0.002081,0.1049,-0.006854,-0.001799
42,0,Average,0.5,augmented_occlusion,1.0,1.0,0.9817,0.001895,0.1051,-0.007096,-0.001422
42,0,Average,0.6,augmented_occlusion,1.0,1.0,0.9815,0.001819,0.1056,-0.007579,-0.001076
42,0,Zeros,0.1,augmented_occlusion,1.0,1.0,0.9696,0.0125,0.1315,-0.03343,-0.01269
42,0,Zeros,0.2,augmented_occlusion,1.0,1.0,0.9672,0.005457,0.1363,-0.03825,-0.01095
42,0,Zeros,0.3,augmented_occlusion,1.0,1.0,0.9665,-0.0009011,0.1385,-0.04044,-0.01081
42,0,Zeros,0.4,augmented_occlusion,1.0,1.0,0.9661,-0.005152,0.1406,-0.04255,-0.0101
42,0,Zeros,0.5,augmented_occlusion,1.0,1.0,0.9659,-0.009395,0.1417,-0.04369,-0.008704
42,0,Zeros,0.6,augmented_occlusion,1.0,1.0,0.9661,-0.01281,0.1436,-0.04556,-0.006856
42,0,Average,0.1,occlusion,1.0,1.0,0.9876,-0.0008835,0.09929,-0.001263,0.001739
42,0,Average,0.2,occlusion,1.0,1.0,0.985,-0.0009863,0.1003,-0.002316,0.00166
42,0,Average,0.3,occlusion,1.0,1.0,0.9843,-0.0009849,0.1012,-0.003186,0.001359
42,0,Average,0.4,occlusion,1.0,1.0,0.9828,-0.0009724,0.1022,-0.004152,0.001455
42,0,Average,0.5,occlusion,1.0,1.0,0.9819,-0.0009436,0.1021,-0.004069,0.001517
42,0,Average,0.6,occlusion,1.0,1.0,0.9815,-0.0005451,0.1029,-0.00489,0.001195
42,0,Zeros,0.1,occlusion,1.0,1.0,0.9672,0.01088,0.1334,-0.03542,-0.01184
42,0,Zeros,0.2,occlusion,1.0,1.0,0.9667,0.001193,0.1374,-0.03941,-0.0109
42,0,Zeros,0.3,occlusion,1.0,1.0,0.9661,-0.006075,0.1387,-0.04068,-0.01064
42,0,Zeros,0.4,occlusion,1.0,1.0,0.9663,-0.01009,0.1418,-0.04375,-0.00981
42,0,Zeros,0.5,occlusion,1.0,1.0,0.9659,-0.01277,0.144,-0.04596,-0.008283
42,0,Zeros,0.6,occlusion,1.0,1.0,0.9661,-0.01478,0.1458,-0.04781,-0.006821
42,0,Average,0.1,retain,1.0,1.0,0.9885,-0.003449,0.09689,0.001139,0.005148
42,0,Average,0.2,retain,1.0,1.0,0.9843,-0.004273,0.0976,0.0004231,0.006398
42,0,Average,0.3,retain,1.0,1.0,0.9839,-0.004311,0.09829,-0.0002613,0.006068
42,0,Average,0.4,retain,1.0,1.0,0.9843,-0.004131,0.09892,-0.0008935,0.005568
42,0,Average,0.5,retain,1.0,1.0,0.983,-0.003774,0.09947,-0.001444,0.005048
42,0,Average,0.6,retain,1.0,1.0,0.9819,-0.003179,0.1003,-0.002296,0.004388
42,0,Zeros,0.1,retain,1.0,1.0,0.9689,-0.0004421,0.1194,-0.02141,-0.003391
42,0,Zeros,0.2,retain,1.0,1.0,0.9674,-0.01094,0.1288,-0.03075,0.0004561
42,0,Zeros,0.3,retain,1.0,1.0,0.9665,-0.01614,0.1389,-0.04087,0.000928
42,0,Zeros,0.4,retain,1.0,1.0,0.9663,-0.01952,0.1413,-0.04329,0.001375
42,0,Zeros,0.5,retain,1.0,1.0,0.9663,-0.02011,0.145,-0.047,0.0009273
42,0,Zeros,0.6,retain,1.0,1.0,0.9663,-0.02002,0.1467,-0.04867,0.0006455
42,3,Average,0.1,integrated_gradients,1.0,1.0,0.9887,0.003302,0.09658,-0.006101,0.003988
42,3,Average,0.2,integrated_gradients,1.0,1.0,0.9867,0.00389,0.09801,-0.007539,0.003012
42,3,Average,0.3,integrated_gradients,1.0,1.0,0.9848,0.004067,0.09884,-0.008365,0.002355
42,3,Average,0.4,integrated_gradients,1.0,1.0,0.9826,0.004287,0.09968,-0.009209,0.002233
42,3,Average,0.5,integrated_gradients,1.0,1.0,0.9824,0.004547,0.1004,-0.009959,0.001921
42,3,Average,0.6,integrated_gradients,1.0,1.0,0.9813,0.005283,0.1019,-0.01145,0.001348
42,3,Zeros,0.1,integrated_gradients,1.0,1.0,0.9739,0.01927,0.1272,-0.03676,-0.001063
42,3,Zeros,0.2,integrated_gradients,1.0,1.0,0.9746,0.01896,0.1345,-0.04402,-0.002216
42,3,Zeros,0.3,integrated_gradients,1.0,1.0,0.9722,0.01888,0.1407,-0.05019,-0.002857
42,3,Zeros,0.4,integrated_gradients,1.0,1.0,0.9709,0.01911,0.1434,-0.05294,-0.003141
42,3,Zeros,0.5,integrated_gradients,1.0,1.0,0.9704,0.02047,0.1481,-0.05767,-0.004229
42,3,Zeros,0.6,integrated_gradients,1.0,1.0,0.9704,0.02127,0.1502,-0.05969,-0.004549
