Seed,Explainer,Lambda_1,Lambda_2,Accuracy,Comprehensiveness,Cross Entropy,Sufficiency
42,extremal_mask,1.0,1.0,0.996±0.001,-0.003±0.001,0.088±0.003,0.010±0.004
