Seed,Fold,Explainer,Lambda_1,Lambda_2,AUP,AUR,Information,Entropy,AUROC,AUPRC
42,0,deep_lift,1.0,1.0,0.952,0.3693,3.446e+04,3.099e+04,0.9528,0.935
