Seed,Fold,Explainer,Lambda_1,Lambda_2,AUP,AUR,Information,Entropy,AUROC,AUPRC
42,4,extremal_mask,1.0,1.0,0.3411,0.9004,2.531e+05,1.19e+04,0.5279,0.3441
42,0,extremal_mask,1.0,1.0,0.3404,0.898,2.517e+05,1.209e+04,0.523,0.3404
42,1,extremal_mask,1.0,1.0,0.3413,0.8972,2.507e+05,1.225e+04,0.5256,0.3427
42,3,extremal_mask,1.0,1.0,0.3392,0.8949,2.5e+05,1.234e+04,0.5206,0.3416
42,2,extremal_mask,1.0,1.0,0.341,0.9005,2.537e+05,1.194e+04,0.5277,0.3442
