Seed,Explainer,Lambda_1,Lambda_2,AUP,AUR,Information,Entropy
42,extremal_mask,1.0,1.0,0.341±0.001,0.898±0.002,2.52e+05±1.56e+03,1.21e+04±1.91e+02
